sample_number,set_number,light_number,orientation_angle_deg,image_name,shutter_speed,aperture,iso,peak_start,peak,peak_end
5,2,2,20,IMG_0081,1/50,8.0,100,51,62,73
5,2,3,0,IMG_0082,1/6,8.0,100,168,195,209
5,2,3,0,IMG_0083,1/8,8.0,100,150,177,190
5,2,3,0,IMG_0084,1/10,8.0,100,129,159,173
5,2,3,0,IMG_0085,1/13,8.0,100,111,140,154
5,2,3,0,IMG_0086,1/15,8.0,100,94,120,133
5,2,3,0,IMG_0087,1/20,8.0,100,77,103,115
5,2,3,0,IMG_0088,1/25,8.0,100,63,85,96
5,2,3,0,IMG_0089,1/30,8.0,100,51,70,80
5,2,3,0,IMG_0090,1/40,8.0,100,40,56,65
5,2,3,0,IMG_0091,1/50,8.0,100,38,46,55
5,2,3,5,IMG_0092,1/6,8.0,100,181,196,207
5,2,3,5,IMG_0093,1/8,8.0,100,161,175,186
5,2,3,5,IMG_0094,1/10,8.0,100,145,160,171
5,2,3,5,IMG_0095,1/13,8.0,100,126,142,153
5,2,3,5,IMG_0096,1/15,8.0,100,108,122,133
5,2,3,5,IMG_0097,1/20,8.0,100,89,103,113
5,2,3,5,IMG_0098,1/25,8.0,100,74,87,96
5,2,3,5,IMG_0099,1/30,8.0,100,60,72,81
5,2,3,5,IMG_0100,1/40,8.0,100,48,59,68
5,2,3,5,IMG_0101,1/50,8.0,100,38,47,55
5,2,3,10,IMG_0103,1/6,8.0,100,179,194,205
5,2,3,10,IMG_0104,1/8,8.0,100,162,175,186
5,2,3,10,IMG_0105,1/10,8.0,100,141,156,168
5,2,3,10,IMG_0106,1/13,8.0,100,122,137,149
5,2,3,10,IMG_0107,1/15,8.0,100,104,117,128
5,2,3,10,IMG_0108,1/20,8.0,100,88,102,112
5,2,3,10,IMG_0109,1/25,8.0,100,71,83,93
5,2,3,10,IMG_0110,1/30,8.0,100,59,70,80
5,2,3,10,IMG_0111,1/40,8.0,100,46,57,65
5,2,3,10,IMG_0112,1/50,8.0,100,37,45,53
5,2,3,15,IMG_0113,1/6,8.0,100,179,194,205
5,2,3,15,IMG_0114,1/8,8.0,100,162,175,186
5,2,3,15,IMG_0115,1/10,8.0,100,143,158,169
5,2,3,15,IMG_0116,1/13,8.0,100,123,138,150
5,2,3,15,IMG_0117,1/15,8.0,100,104,118,129
5,2,3,15,IMG_0118,1/20,8.0,100,88,101,111
5,2,3,15,IMG_0119,1/25,8.0,100,72,84,94
5,2,3,15,IMG_0120,1/30,8.0,100,58,69,78
5,2,3,15,IMG_0121,1/40,8.0,100,45,55,64
5,2,3,15,IMG_0122,1/50,8.0,100,38,46,54
5,2,3,20,IMG_0123,1/6,8.0,100,174,188,199
5,2,3,20,IMG_0124,1/8,8.0,100,156,171,181
5,2,3,20,IMG_0125,1/10,8.0,100,137,153,164
5,2,3,20,IMG_0126,1/13,8.0,100,117,132,143
5,2,3,20,IMG_0127,1/15,8.0,100,99,113,123
5,2,3,20,IMG_0128,1/20,8.0,100,82,95,106
5,2,3,20,IMG_0129,1/25,8.0,100,68,79,89
5,2,3,20,IMG_0130,1/30,8.0,100,54,65,74
5,2,3,20,IMG_0131,1/40,8.0,100,43,52,61
5,2,3,20,IMG_0132,1/50,8.0,100,36,43,51
5,2,4,0,IMG_0133,1/6,8.0,100,180,194,207
5,2,4,0,IMG_0134,1/8,8.0,100,164,178,191
5,2,4,0,IMG_0135,1/10,8.0,100,144,159,173
5,2,4,0,IMG_0136,1/13,8.0,100,127,142,157
5,2,4,0,IMG_0137,1/15,8.0,100,103,117,130
5,2,4,0,IMG_0138,1/20,8.0,100,89,103,115
5,2,4,0,IMG_0139,1/25,8.0,100,73,86,98
5,2,4,0,IMG_0140,1/30,8.0,100,59,70,81
5,2,4,0,IMG_0141,1/40,8.0,100,48,59,68
5,2,4,0,IMG_0142,1/50,8.0,100,38,47,56
5,2,4,5,IMG_0143,1/6,8.0,100,195,208,225
5,2,4,5,IMG_0144,1/8,8.0,100,180,194,211
5,2,4,5,IMG_0145,1/10,8.0,100,162,176,190
5,2,4,5,IMG_0146,1/13,8.0,100,140,156,172
5,2,4,5,IMG_0147,1/15,8.0,100,123,138,154
5,2,4,5,IMG_0148,1/20,8.0,100,105,119,134
5,2,4,5,IMG_0149,1/25,8.0,100,89,103,117
5,2,4,5,IMG_0150,1/30,8.0,100,73,85,98
5,2,4,5,IMG_0151,1/40,8.0,100,59,70,81
5,2,4,5,IMG_0152,1/50,8.0,100,48,59,69
5,2,4,10,IMG_0153,1/6,8.0,100,198,211,225
5,2,4,10,IMG_0154,1/8,8.0,100,180,194,209
5,2,4,10,IMG_0155,1/10,8.0,100,163,177,191
5,2,4,10,IMG_0156,1/13,8.0,100,140,156,171
5,2,4,10,IMG_0157,1/15,8.0,100,126,141,156
5,2,4,10,IMG_0158,1/20,8.0,100,107,121,135
5,2,4,10,IMG_0159,1/25,8.0,100,90,103,117
5,2,4,10,IMG_0160,1/30,8.0,100,74,86,98
5,2,4,10,IMG_0161,1/40,8.0,100,61,73,84
5,2,4,10,IMG_0162,1/50,8.0,100,48,59,69
5,2,4,15,IMG_0163,1/6,8.0,100,197,210,223
5,2,4,15,IMG_0164,1/8,8.0,100,181,195,209
5,2,4,15,IMG_0165,1/10,8.0,100,165,178,191
5,2,4,15,IMG_0166,1/13,8.0,100,146,161,174
5,2,4,15,IMG_0167,1/15,8.0,100,126,141,154
5,2,4,15,IMG_0168,1/20,8.0,100,106,120,133
5,2,4,15,IMG_0169,1/25,8.0,100,89,102,114
5,2,4,15,IMG_0170,1/30,8.0,100,74,86,97
5,2,4,15,IMG_0171,1/40,8.0,100,61,72,82
5,2,4,15,IMG_0172,1/50,8.0,100,48,58,68
5,2,4,20,IMG_0173,1/6,8.0,100,198,210,222
5,2,4,20,IMG_0174,1/8,8.0,100,182,195,207
5,2,4,20,IMG_0175,1/10,8.0,100,164,177,188
5,2,4,20,IMG_0176,1/13,8.0,100,146,159,171
5,2,4,20,IMG_0177,1/15,8.0,100,124,138,150
5,2,4,20,IMG_0178,1/20,8.0,100,108,121,132
5,2,4,20,IMG_0179,1/25,8.0,100,90,102,114
5,2,4,20,IMG_0180,1/30,8.0,100,75,86,97
5,2,4,20,IMG_0181,1/40,8.0,100,61,72,81
5,2,4,20,IMG_0182,1/50,8.0,100,49,58,67
